policy,slot_index,scale,carbon_intensity,day_ahead_price,real_time_price
optionB_budget0.90_beta0.01_gamma0.50,7,0,93.0,35.33,32.5175
optionB_budget0.90_beta0.01_gamma0.50,8,0,86.0,30.29,33.76916666666666
optionB_budget0.90_beta0.01_gamma0.50,9,1,79.0,30.48,14.690833333333332
optionB_budget0.90_beta0.01_gamma0.50,10,1,67.0,31.4,11.320833333333333
optionB_budget0.90_beta0.01_gamma0.50,11,2,62.0,33.38,13.204166666666666
optionB_budget0.90_beta0.01_gamma0.50,12,2,60.0,34.47,2.6
optionB_budget0.90_beta0.01_gamma0.50,13,1,63.0,37.07,13.165
optionB_budget0.90_beta0.01_gamma0.50,14,2,62.0,36.14,17.45
optionB_budget0.90_beta0.01_gamma0.50,15,1,70.0,36.43,31.770833333333332
optionB_budget0.90_beta0.01_gamma0.50,16,1,75.0,46.88,55.70666666666667
optionB_budget0.90_beta0.01_gamma0.50,17,1,73.0,54.49,60.38666666666666
optionB_budget0.90_beta0.01_gamma0.50,18,0,75.0,74.91,244.5533333333333
optionB_budget0.90_beta0.01_gamma0.50,19,0,81.0,99.9,97.6475
optionB_budget0.90_beta0.01_gamma0.50,20,0,85.0,63.3,122.53583333333334
optionB_budget0.90_beta0.01_gamma0.50,21,0,85.0,43.0,28.940833333333334
optionB_budget0.90_beta0.01_gamma0.50,22,0,91.0,33.65,26.91
optionB_budget0.90_beta0.01_gamma0.50,23,0,95.0,34.59,21.63083333333333
optionB_budget0.90_beta0.01_gamma0.50,24,0,92.0,10.14,12.723333333333334
optionB_budget0.90_beta0.01_gamma0.50,25,1,92.0,9.36,5.970833333333334
optionB_budget0.90_beta0.01_gamma0.50,26,0,96.0,9.06,7.86
optionB_budget0.90_beta0.01_gamma0.50,27,0,98.0,10.08,14.696666666666665
optionB_budget0.90_beta0.01_gamma0.50,28,0,100.0,14.33,34.67416666666667
optionB_budget0.90_beta0.01_gamma0.50,29,0,98.0,19.15,26.945000000000004
optionB_budget0.90_beta0.01_gamma0.50,30,0,98.0,35.55,36.14
optionB_budget0.90_beta0.01_gamma0.50,31,0,96.0,35.33,32.5175
optionB_budget0.90_beta0.01_gamma0.50,32,0,93.0,30.29,33.76916666666666
optionB_budget0.90_beta0.01_gamma0.50,33,0,86.0,30.48,14.690833333333332
optionB_budget0.90_beta0.01_gamma0.50,34,1,79.0,31.4,11.320833333333333
optionB_budget0.90_beta0.01_gamma0.50,35,1,67.0,33.38,13.204166666666666
optionB_budget0.90_beta0.01_gamma0.50,36,2,62.0,34.47,2.6
optionB_budget0.90_beta0.01_gamma0.50,37,2,60.0,37.07,13.165
optionB_budget0.90_beta0.01_gamma0.50,38,2,63.0,36.14,17.45
optionB_budget0.90_beta0.01_gamma0.50,39,2,62.0,36.43,31.770833333333332
optionB_budget0.90_beta0.01_gamma0.50,40,1,70.0,46.88,55.70666666666667
optionB_budget0.90_beta0.01_gamma0.50,41,1,75.0,54.49,60.38666666666666
optionB_budget0.90_beta0.01_gamma0.50,42,0,73.0,74.91,244.5533333333333
optionB_budget0.90_beta0.01_gamma0.50,43,0,75.0,99.9,97.6475
optionB_budget0.90_beta0.01_gamma0.50,44,0,81.0,63.3,122.53583333333334
optionB_budget0.90_beta0.01_gamma0.50,45,0,85.0,43.0,28.940833333333334
optionB_budget0.90_beta0.01_gamma0.50,46,0,85.0,33.65,26.91
optionB_budget0.90_beta0.01_gamma0.50,47,0,91.0,34.59,21.63083333333333
optionB_budget1.00_beta0.01_gamma0.50,0,0,92.0,10.14,12.723333333333334
optionB_budget1.00_beta0.01_gamma0.50,1,0,96.0,9.36,5.970833333333334
optionB_budget1.00_beta0.01_gamma0.50,2,0,98.0,9.06,7.86
optionB_budget1.00_beta0.01_gamma0.50,3,0,100.0,10.08,14.696666666666665
optionB_budget1.00_beta0.01_gamma0.50,4,0,98.0,14.33,34.67416666666667
optionB_budget1.00_beta0.01_gamma0.50,5,0,98.0,19.15,26.945000000000004
optionB_budget1.00_beta0.01_gamma0.50,6,0,96.0,35.55,36.14
optionB_budget1.00_beta0.01_gamma0.50,7,0,93.0,35.33,32.5175
optionB_budget1.00_beta0.01_gamma0.50,8,0,86.0,30.29,33.76916666666666
optionB_budget1.00_beta0.01_gamma0.50,9,1,79.0,30.48,14.690833333333332
optionB_budget1.00_beta0.01_gamma0.50,10,1,67.0,31.4,11.320833333333333
optionB_budget1.00_beta0.01_gamma0.50,11,2,62.0,33.38,13.204166666666666
optionB_budget1.00_beta0.01_gamma0.50,12,2,60.0,34.47,2.6
optionB_budget1.00_beta0.01_gamma0.50,13,1,63.0,37.07,13.165
optionB_budget1.00_beta0.01_gamma0.50,14,2,62.0,36.14,17.45
optionB_budget1.00_beta0.01_gamma0.50,15,1,70.0,36.43,31.770833333333332
optionB_budget1.00_beta0.01_gamma0.50,16,1,75.0,46.88,55.70666666666667
optionB_budget1.00_beta0.01_gamma0.50,17,1,73.0,54.49,60.38666666666666
optionB_budget1.00_beta0.01_gamma0.50,18,0,75.0,74.91,244.5533333333333
optionB_budget1.00_beta0.01_gamma0.50,19,0,81.0,99.9,97.6475
optionB_budget1.00_beta0.01_gamma0.50,20,0,85.0,63.3,122.53583333333334
optionB_budget1.00_beta0.01_gamma0.50,21,0,85.0,43.0,28.940833333333334
optionB_budget1.00_beta0.01_gamma0.50,22,0,91.0,33.65,26.91
optionB_budget1.00_beta0.01_gamma0.50,23,0,95.0,34.59,21.63083333333333
optionB_budget1.00_beta0.01_gamma0.50,24,0,92.0,10.14,12.723333333333334
optionB_budget1.00_beta0.01_gamma0.50,25,0,92.0,9.36,5.970833333333334
optionB_budget1.00_beta0.01_gamma0.50,26,0,96.0,9.06,7.86
optionB_budget1.00_beta0.01_gamma0.50,27,0,98.0,10.08,14.696666666666665
optionB_budget1.00_beta0.01_gamma0.50,28,0,100.0,14.33,34.67416666666667
optionB_budget1.00_beta0.01_gamma0.50,29,0,98.0,19.15,26.945000000000004
optionB_budget1.00_beta0.01_gamma0.50,30,0,98.0,35.55,36.14
optionB_budget1.00_beta0.01_gamma0.50,31,0,96.0,35.33,32.5175
optionB_budget1.00_beta0.01_gamma0.50,32,0,93.0,30.29,33.76916666666666
optionB_budget1.00_beta0.01_gamma0.50,33,0,86.0,30.48,14.690833333333332
optionB_budget1.00_beta0.01_gamma0.50,34,1,79.0,31.4,11.320833333333333
optionB_budget1.00_beta0.01_gamma0.50,35,1,67.0,33.38,13.204166666666666
optionB_budget1.00_beta0.01_gamma0.50,36,2,62.0,34.47,2.6
optionB_budget1.00_beta0.01_gamma0.50,37,2,60.0,37.07,13.165
optionB_budget1.00_beta0.01_gamma0.50,38,2,63.0,36.14,17.45
optionB_budget1.00_beta0.01_gamma0.50,39,2,62.0,36.43,31.770833333333332
optionB_budget1.00_beta0.01_gamma0.50,40,1,70.0,46.88,55.70666666666667
optionB_budget1.00_beta0.01_gamma0.50,41,1,75.0,54.49,60.38666666666666
optionB_budget1.00_beta0.01_gamma0.50,42,1,73.0,74.91,244.5533333333333
optionB_budget1.00_beta0.01_gamma0.50,43,0,75.0,99.9,97.6475
optionB_budget1.00_beta0.01_gamma0.50,44,0,81.0,63.3,122.53583333333334
optionB_budget1.00_beta0.01_gamma0.50,45,0,85.0,43.0,28.940833333333334
optionB_budget1.00_beta0.01_gamma0.50,46,0,85.0,33.65,26.91
optionB_budget1.00_beta0.01_gamma0.50,47,0,91.0,34.59,21.63083333333333
optionB_budget1.10_beta0.01_gamma0.50,0,0,92.0,10.14,12.723333333333334
optionB_budget1.10_beta0.01_gamma0.50,1,0,96.0,9.36,5.970833333333334
optionB_budget1.10_beta0.01_gamma0.50,2,0,98.0,9.06,7.86
optionB_budget1.10_beta0.01_gamma0.50,3,0,100.0,10.08,14.696666666666665
optionB_budget1.10_beta0.01_gamma0.50,4,0,98.0,14.33,34.67416666666667
optionB_budget1.10_beta0.01_gamma0.50,5,0,98.0,19.15,26.945000000000004
optionB_budget1.10_beta0.01_gamma0.50,6,0,96.0,35.55,36.14
optionB_budget1.10_beta0.01_gamma0.50,7,0,93.0,35.33,32.5175
optionB_budget1.10_beta0.01_gamma0.50,8,0,86.0,30.29,33.76916666666666
optionB_budget1.10_beta0.01_gamma0.50,9,1,79.0,30.48,14.690833333333332
optionB_budget1.10_beta0.01_gamma0.50,10,1,67.0,31.4,11.320833333333333
optionB_budget1.10_beta0.01_gamma0.50,11,2,62.0,33.38,13.204166666666666
optionB_budget1.10_beta0.01_gamma0.50,12,2,60.0,34.47,2.6
optionB_budget1.10_beta0.01_gamma0.50,13,1,63.0,37.07,13.165
optionB_budget1.10_beta0.01_gamma0.50,14,2,62.0,36.14,17.45
optionB_budget1.10_beta0.01_gamma0.50,15,1,70.0,36.43,31.770833333333332
optionB_budget1.10_beta0.01_gamma0.50,16,1,75.0,46.88,55.70666666666667
optionB_budget1.10_beta0.01_gamma0.50,17,1,73.0,54.49,60.38666666666666
optionB_budget1.10_beta0.01_gamma0.50,18,0,75.0,74.91,244.5533333333333
optionB_budget1.10_beta0.01_gamma0.50,19,0,81.0,99.9,97.6475
optionB_budget1.10_beta0.01_gamma0.50,20,0,85.0,63.3,122.53583333333334
optionB_budget1.10_beta0.01_gamma0.50,21,0,85.0,43.0,28.940833333333334
optionB_budget1.10_beta0.01_gamma0.50,22,0,91.0,33.65,26.91
optionB_budget1.10_beta0.01_gamma0.50,23,0,95.0,34.59,21.63083333333333
optionB_budget1.10_beta0.01_gamma0.50,24,0,92.0,10.14,12.723333333333334
optionB_budget1.10_beta0.01_gamma0.50,25,0,92.0,9.36,5.970833333333334
optionB_budget1.10_beta0.01_gamma0.50,26,0,96.0,9.06,7.86
optionB_budget1.10_beta0.01_gamma0.50,27,0,98.0,10.08,14.696666666666665
optionB_budget1.10_beta0.01_gamma0.50,28,0,100.0,14.33,34.67416666666667
optionB_budget1.10_beta0.01_gamma0.50,29,0,98.0,19.15,26.945000000000004
optionB_budget1.10_beta0.01_gamma0.50,30,0,98.0,35.55,36.14
optionB_budget1.10_beta0.01_gamma0.50,31,0,96.0,35.33,32.5175
optionB_budget1.10_beta0.01_gamma0.50,32,0,93.0,30.29,33.76916666666666
optionB_budget1.10_beta0.01_gamma0.50,33,0,86.0,30.48,14.690833333333332
optionB_budget1.10_beta0.01_gamma0.50,34,1,79.0,31.4,11.320833333333333
optionB_budget1.10_beta0.01_gamma0.50,35,1,67.0,33.38,13.204166666666666
optionB_budget1.10_beta0.01_gamma0.50,36,2,62.0,34.47,2.6
optionB_budget1.10_beta0.01_gamma0.50,37,2,60.0,37.07,13.165
optionB_budget1.10_beta0.01_gamma0.50,38,2,63.0,36.14,17.45
optionB_budget1.10_beta0.01_gamma0.50,39,2,62.0,36.43,31.770833333333332
optionB_budget1.10_beta0.01_gamma0.50,40,1,70.0,46.88,55.70666666666667
optionB_budget1.10_beta0.01_gamma0.50,41,1,75.0,54.49,60.38666666666666
optionB_budget1.10_beta0.01_gamma0.50,42,1,73.0,74.91,244.5533333333333
optionB_budget1.10_beta0.01_gamma0.50,43,0,75.0,99.9,97.6475
optionB_budget1.10_beta0.01_gamma0.50,44,0,81.0,63.3,122.53583333333334
optionB_budget1.10_beta0.01_gamma0.50,45,0,85.0,43.0,28.940833333333334
optionB_budget1.10_beta0.01_gamma0.50,46,0,85.0,33.65,26.91
optionB_budget1.10_beta0.01_gamma0.50,47,0,91.0,34.59,21.63083333333333
optionB_budget1.20_beta0.01_gamma0.50,0,0,92.0,10.14,12.723333333333334
optionB_budget1.20_beta0.01_gamma0.50,1,0,96.0,9.36,5.970833333333334
optionB_budget1.20_beta0.01_gamma0.50,2,0,98.0,9.06,7.86
optionB_budget1.20_beta0.01_gamma0.50,3,0,100.0,10.08,14.696666666666665
optionB_budget1.20_beta0.01_gamma0.50,4,0,98.0,14.33,34.67416666666667
optionB_budget1.20_beta0.01_gamma0.50,5,0,98.0,19.15,26.945000000000004
optionB_budget1.20_beta0.01_gamma0.50,6,0,96.0,35.55,36.14
optionB_budget1.20_beta0.01_gamma0.50,7,0,93.0,35.33,32.5175
optionB_budget1.20_beta0.01_gamma0.50,8,0,86.0,30.29,33.76916666666666
optionB_budget1.20_beta0.01_gamma0.50,9,1,79.0,30.48,14.690833333333332
optionB_budget1.20_beta0.01_gamma0.50,10,1,67.0,31.4,11.320833333333333
optionB_budget1.20_beta0.01_gamma0.50,11,2,62.0,33.38,13.204166666666666
optionB_budget1.20_beta0.01_gamma0.50,12,2,60.0,34.47,2.6
optionB_budget1.20_beta0.01_gamma0.50,13,1,63.0,37.07,13.165
optionB_budget1.20_beta0.01_gamma0.50,14,2,62.0,36.14,17.45
optionB_budget1.20_beta0.01_gamma0.50,15,1,70.0,36.43,31.770833333333332
optionB_budget1.20_beta0.01_gamma0.50,16,1,75.0,46.88,55.70666666666667
optionB_budget1.20_beta0.01_gamma0.50,17,1,73.0,54.49,60.38666666666666
optionB_budget1.20_beta0.01_gamma0.50,18,0,75.0,74.91,244.5533333333333
optionB_budget1.20_beta0.01_gamma0.50,19,0,81.0,99.9,97.6475
optionB_budget1.20_beta0.01_gamma0.50,20,0,85.0,63.3,122.53583333333334
optionB_budget1.20_beta0.01_gamma0.50,21,0,85.0,43.0,28.940833333333334
optionB_budget1.20_beta0.01_gamma0.50,22,0,91.0,33.65,26.91
optionB_budget1.20_beta0.01_gamma0.50,23,0,95.0,34.59,21.63083333333333
optionB_budget1.20_beta0.01_gamma0.50,24,0,92.0,10.14,12.723333333333334
optionB_budget1.20_beta0.01_gamma0.50,25,0,92.0,9.36,5.970833333333334
optionB_budget1.20_beta0.01_gamma0.50,26,0,96.0,9.06,7.86
optionB_budget1.20_beta0.01_gamma0.50,27,0,98.0,10.08,14.696666666666665
optionB_budget1.20_beta0.01_gamma0.50,28,0,100.0,14.33,34.67416666666667
optionB_budget1.20_beta0.01_gamma0.50,29,0,98.0,19.15,26.945000000000004
optionB_budget1.20_beta0.01_gamma0.50,30,0,98.0,35.55,36.14
optionB_budget1.20_beta0.01_gamma0.50,31,0,96.0,35.33,32.5175
optionB_budget1.20_beta0.01_gamma0.50,32,0,93.0,30.29,33.76916666666666
optionB_budget1.20_beta0.01_gamma0.50,33,0,86.0,30.48,14.690833333333332
optionB_budget1.20_beta0.01_gamma0.50,34,1,79.0,31.4,11.320833333333333
optionB_budget1.20_beta0.01_gamma0.50,35,1,67.0,33.38,13.204166666666666
optionB_budget1.20_beta0.01_gamma0.50,36,2,62.0,34.47,2.6
optionB_budget1.20_beta0.01_gamma0.50,37,2,60.0,37.07,13.165
optionB_budget1.20_beta0.01_gamma0.50,38,2,63.0,36.14,17.45
optionB_budget1.20_beta0.01_gamma0.50,39,2,62.0,36.43,31.770833333333332
optionB_budget1.20_beta0.01_gamma0.50,40,1,70.0,46.88,55.70666666666667
optionB_budget1.20_beta0.01_gamma0.50,41,1,75.0,54.49,60.38666666666666
optionB_budget1.20_beta0.01_gamma0.50,42,1,73.0,74.91,244.5533333333333
optionB_budget1.20_beta0.01_gamma0.50,43,0,75.0,99.9,97.6475
optionB_budget1.20_beta0.01_gamma0.50,44,0,81.0,63.3,122.53583333333334
optionB_budget1.20_beta0.01_gamma0.50,45,0,85.0,43.0,28.940833333333334
optionB_budget1.20_beta0.01_gamma0.50,46,0,85.0,33.65,26.91
optionB_budget1.20_beta0.01_gamma0.50,47,0,91.0,34.59,21.63083333333333
optionB_budget0.90_beta0.0025_gamma0.50,0,0,92.0,10.14,12.723333333333334
optionB_budget0.90_beta0.0025_gamma0.50,1,0,96.0,9.36,5.970833333333334
optionB_budget0.90_beta0.0025_gamma0.50,2,0,98.0,9.06,7.86
optionB_budget0.90_beta0.0025_gamma0.50,3,0,100.0,10.08,14.696666666666665
optionB_budget0.90_beta0.0025_gamma0.50,4,0,98.0,14.33,34.67416666666667
optionB_budget0.90_beta0.0025_gamma0.50,5,0,98.0,19.15,26.945000000000004
optionB_budget0.90_beta0.0025_gamma0.50,6,0,96.0,35.55,36.14
optionB_budget0.90_beta0.0025_gamma0.50,7,0,93.0,35.33,32.5175
optionB_budget0.90_beta0.0025_gamma0.50,8,0,86.0,30.29,33.76916666666666
optionB_budget0.90_beta0.0025_gamma0.50,9,0,79.0,30.48,14.690833333333332
optionB_budget0.90_beta0.0025_gamma0.50,10,1,67.0,31.4,11.320833333333333
optionB_budget0.90_beta0.0025_gamma0.50,11,2,62.0,33.38,13.204166666666666
optionB_budget0.90_beta0.0025_gamma0.50,12,2,60.0,34.47,2.6
optionB_budget0.90_beta0.0025_gamma0.50,13,1,63.0,37.07,13.165
optionB_budget0.90_beta0.0025_gamma0.50,14,2,62.0,36.14,17.45
optionB_budget0.90_beta0.0025_gamma0.50,15,1,70.0,36.43,31.770833333333332
optionB_budget0.90_beta0.0025_gamma0.50,16,1,75.0,46.88,55.70666666666667
optionB_budget0.90_beta0.0025_gamma0.50,17,1,73.0,54.49,60.38666666666666
optionB_budget0.90_beta0.0025_gamma0.50,18,1,75.0,74.91,244.5533333333333
optionB_budget0.90_beta0.0025_gamma0.50,19,0,81.0,99.9,97.6475
optionB_budget0.90_beta0.0025_gamma0.50,20,0,85.0,63.3,122.53583333333334
optionB_budget0.90_beta0.0025_gamma0.50,21,0,85.0,43.0,28.940833333333334
optionB_budget0.90_beta0.0025_gamma0.50,22,0,91.0,33.65,26.91
optionB_budget0.90_beta0.0025_gamma0.50,23,0,95.0,34.59,21.63083333333333
optionB_budget0.90_beta0.0025_gamma0.50,24,0,92.0,10.14,12.723333333333334
optionB_budget0.90_beta0.0025_gamma0.50,25,1,92.0,9.36,5.970833333333334
optionB_budget0.90_beta0.0025_gamma0.50,26,0,96.0,9.06,7.86
optionB_budget0.90_beta0.0025_gamma0.50,27,0,98.0,10.08,14.696666666666665
optionB_budget0.90_beta0.0025_gamma0.50,28,0,100.0,14.33,34.67416666666667
optionB_budget0.90_beta0.0025_gamma0.50,29,0,98.0,19.15,26.945000000000004
optionB_budget0.90_beta0.0025_gamma0.50,30,0,98.0,35.55,36.14
optionB_budget0.90_beta0.0025_gamma0.50,31,0,96.0,35.33,32.5175
optionB_budget0.90_beta0.0025_gamma0.50,32,0,93.0,30.29,33.76916666666666
optionB_budget0.90_beta0.0025_gamma0.50,33,0,86.0,30.48,14.690833333333332
optionB_budget0.90_beta0.0025_gamma0.50,34,0,79.0,31.4,11.320833333333333
optionB_budget0.90_beta0.0025_gamma0.50,35,1,67.0,33.38,13.204166666666666
optionB_budget0.90_beta0.0025_gamma0.50,36,2,62.0,34.47,2.6
optionB_budget0.90_beta0.0025_gamma0.50,37,2,60.0,37.07,13.165
optionB_budget0.90_beta0.0025_gamma0.50,38,1,63.0,36.14,17.45
optionB_budget0.90_beta0.0025_gamma0.50,39,1,62.0,36.43,31.770833333333332
optionB_budget0.90_beta0.0025_gamma0.50,40,1,70.0,46.88,55.70666666666667
optionB_budget0.90_beta0.0025_gamma0.50,41,1,75.0,54.49,60.38666666666666
optionB_budget0.90_beta0.0025_gamma0.50,42,1,73.0,74.91,244.5533333333333
optionB_budget0.90_beta0.0025_gamma0.50,43,0,75.0,99.9,97.6475
optionB_budget0.90_beta0.0025_gamma0.50,44,0,81.0,63.3,122.53583333333334
optionB_budget0.90_beta0.0025_gamma0.50,45,0,85.0,43.0,28.940833333333334
optionB_budget0.90_beta0.0025_gamma0.50,46,0,85.0,33.65,26.91
optionB_budget0.90_beta0.0025_gamma0.50,47,0,91.0,34.59,21.63083333333333
optionB_budget0.90_beta0.0050_gamma0.50,0,1,92.0,10.14,12.723333333333334
optionB_budget0.90_beta0.0050_gamma0.50,1,0,96.0,9.36,5.970833333333334
optionB_budget0.90_beta0.0050_gamma0.50,2,0,98.0,9.06,7.86
optionB_budget0.90_beta0.0050_gamma0.50,3,0,100.0,10.08,14.696666666666665
optionB_budget0.90_beta0.0050_gamma0.50,4,0,98.0,14.33,34.67416666666667
optionB_budget0.90_beta0.0050_gamma0.50,5,0,98.0,19.15,26.945000000000004
optionB_budget0.90_beta0.0050_gamma0.50,6,0,96.0,35.55,36.14
optionB_budget0.90_beta0.0050_gamma0.50,7,0,93.0,35.33,32.5175
optionB_budget0.90_beta0.0050_gamma0.50,8,0,86.0,30.29,33.76916666666666
optionB_budget0.90_beta0.0050_gamma0.50,9,1,79.0,30.48,14.690833333333332
optionB_budget0.90_beta0.0050_gamma0.50,10,1,67.0,31.4,11.320833333333333
optionB_budget0.90_beta0.0050_gamma0.50,11,2,62.0,33.38,13.204166666666666
optionB_budget0.90_beta0.0050_gamma0.50,12,2,60.0,34.47,2.6
optionB_budget0.90_beta0.0050_gamma0.50,13,1,63.0,37.07,13.165
optionB_budget0.90_beta0.0050_gamma0.50,14,2,62.0,36.14,17.45
optionB_budget0.90_beta0.0050_gamma0.50,15,1,70.0,36.43,31.770833333333332
optionB_budget0.90_beta0.0050_gamma0.50,16,1,75.0,46.88,55.70666666666667
optionB_budget0.90_beta0.0050_gamma0.50,17,1,73.0,54.49,60.38666666666666
optionB_budget0.90_beta0.0050_gamma0.50,18,0,75.0,74.91,244.5533333333333
optionB_budget0.90_beta0.0050_gamma0.50,19,0,81.0,99.9,97.6475
optionB_budget0.90_beta0.0050_gamma0.50,20,0,85.0,63.3,122.53583333333334
optionB_budget0.90_beta0.0050_gamma0.50,21,0,85.0,43.0,28.940833333333334
optionB_budget0.90_beta0.0050_gamma0.50,22,0,91.0,33.65,26.91
optionB_budget0.90_beta0.0050_gamma0.50,23,0,95.0,34.59,21.63083333333333
optionB_budget0.90_beta0.0050_gamma0.50,24,0,92.0,10.14,12.723333333333334
optionB_budget0.90_beta0.0050_gamma0.50,25,1,92.0,9.36,5.970833333333334
optionB_budget0.90_beta0.0050_gamma0.50,26,0,96.0,9.06,7.86
optionB_budget0.90_beta0.0050_gamma0.50,27,0,98.0,10.08,14.696666666666665
optionB_budget0.90_beta0.0050_gamma0.50,28,0,100.0,14.33,34.67416666666667
optionB_budget0.90_beta0.0050_gamma0.50,29,0,98.0,19.15,26.945000000000004
optionB_budget0.90_beta0.0050_gamma0.50,30,0,98.0,35.55,36.14
optionB_budget0.90_beta0.0050_gamma0.50,31,0,96.0,35.33,32.5175
optionB_budget0.90_beta0.0050_gamma0.50,32,0,93.0,30.29,33.76916666666666
optionB_budget0.90_beta0.0050_gamma0.50,33,0,86.0,30.48,14.690833333333332
optionB_budget0.90_beta0.0050_gamma0.50,34,0,79.0,31.4,11.320833333333333
optionB_budget0.90_beta0.0050_gamma0.50,35,1,67.0,33.38,13.204166666666666
optionB_budget0.90_beta0.0050_gamma0.50,36,2,62.0,34.47,2.6
optionB_budget0.90_beta0.0050_gamma0.50,37,2,60.0,37.07,13.165
optionB_budget0.90_beta0.0050_gamma0.50,38,1,63.0,36.14,17.45
optionB_budget0.90_beta0.0050_gamma0.50,39,2,62.0,36.43,31.770833333333332
optionB_budget0.90_beta0.0050_gamma0.50,40,1,70.0,46.88,55.70666666666667
optionB_budget0.90_beta0.0050_gamma0.50,41,1,75.0,54.49,60.38666666666666
optionB_budget0.90_beta0.0050_gamma0.50,42,1,73.0,74.91,244.5533333333333
optionB_budget0.90_beta0.0050_gamma0.50,43,0,75.0,99.9,97.6475
optionB_budget0.90_beta0.0050_gamma0.50,44,0,81.0,63.3,122.53583333333334
optionB_budget0.90_beta0.0050_gamma0.50,45,0,85.0,43.0,28.940833333333334
optionB_budget0.90_beta0.0050_gamma0.50,46,0,85.0,33.65,26.91
optionB_budget0.90_beta0.0050_gamma0.50,47,0,91.0,34.59,21.63083333333333
optionB_budget0.90_beta0.0100_gamma0.50,0,0,92.0,10.14,12.723333333333334
optionB_budget0.90_beta0.0100_gamma0.50,1,0,96.0,9.36,5.970833333333334
optionB_budget0.90_beta0.0100_gamma0.50,2,0,98.0,9.06,7.86
optionB_budget0.90_beta0.0100_gamma0.50,3,0,100.0,10.08,14.696666666666665
optionB_budget0.90_beta0.0100_gamma0.50,4,0,98.0,14.33,34.67416666666667
optionB_budget0.90_beta0.0100_gamma0.50,5,0,98.0,19.15,26.945000000000004
optionB_budget0.90_beta0.0100_gamma0.50,6,0,96.0,35.55,36.14
optionB_budget0.90_beta0.0100_gamma0.50,7,0,93.0,35.33,32.5175
optionB_budget0.90_beta0.0100_gamma0.50,8,0,86.0,30.29,33.76916666666666
optionB_budget0.90_beta0.0100_gamma0.50,9,1,79.0,30.48,14.690833333333332
optionB_budget0.90_beta0.0100_gamma0.50,10,1,67.0,31.4,11.320833333333333
optionB_budget0.90_beta0.0100_gamma0.50,11,2,62.0,33.38,13.204166666666666
optionB_budget0.90_beta0.0100_gamma0.50,12,2,60.0,34.47,2.6
optionB_budget0.90_beta0.0100_gamma0.50,13,1,63.0,37.07,13.165
optionB_budget0.90_beta0.0100_gamma0.50,14,2,62.0,36.14,17.45
optionB_budget0.90_beta0.0100_gamma0.50,15,1,70.0,36.43,31.770833333333332
optionB_budget0.90_beta0.0100_gamma0.50,16,1,75.0,46.88,55.70666666666667
optionB_budget0.90_beta0.0100_gamma0.50,17,1,73.0,54.49,60.38666666666666
optionB_budget0.90_beta0.0100_gamma0.50,18,0,75.0,74.91,244.5533333333333
optionB_budget0.90_beta0.0100_gamma0.50,19,0,81.0,99.9,97.6475
optionB_budget0.90_beta0.0100_gamma0.50,20,0,85.0,63.3,122.53583333333334
optionB_budget0.90_beta0.0100_gamma0.50,21,0,85.0,43.0,28.940833333333334
optionB_budget0.90_beta0.0100_gamma0.50,22,0,91.0,33.65,26.91
optionB_budget0.90_beta0.0100_gamma0.50,23,0,95.0,34.59,21.63083333333333
optionB_budget0.90_beta0.0100_gamma0.50,24,0,92.0,10.14,12.723333333333334
optionB_budget0.90_beta0.0100_gamma0.50,25,1,92.0,9.36,5.970833333333334
optionB_budget0.90_beta0.0100_gamma0.50,26,0,96.0,9.06,7.86
optionB_budget0.90_beta0.0100_gamma0.50,27,0,98.0,10.08,14.696666666666665
optionB_budget0.90_beta0.0100_gamma0.50,28,0,100.0,14.33,34.67416666666667
optionB_budget0.90_beta0.0100_gamma0.50,29,0,98.0,19.15,26.945000000000004
optionB_budget0.90_beta0.0100_gamma0.50,30,0,98.0,35.55,36.14
optionB_budget0.90_beta0.0100_gamma0.50,31,0,96.0,35.33,32.5175
optionB_budget0.90_beta0.0100_gamma0.50,32,0,93.0,30.29,33.76916666666666
optionB_budget0.90_beta0.0100_gamma0.50,33,0,86.0,30.48,14.690833333333332
optionB_budget0.90_beta0.0100_gamma0.50,34,1,79.0,31.4,11.320833333333333
optionB_budget0.90_beta0.0100_gamma0.50,35,1,67.0,33.38,13.204166666666666
optionB_budget0.90_beta0.0100_gamma0.50,36,2,62.0,34.47,2.6
optionB_budget0.90_beta0.0100_gamma0.50,37,2,60.0,37.07,13.165
optionB_budget0.90_beta0.0100_gamma0.50,38,2,63.0,36.14,17.45
optionB_budget0.90_beta0.0100_gamma0.50,39,2,62.0,36.43,31.770833333333332
optionB_budget0.90_beta0.0100_gamma0.50,40,1,70.0,46.88,55.70666666666667
optionB_budget0.90_beta0.0100_gamma0.50,41,1,75.0,54.49,60.38666666666666
optionB_budget0.90_beta0.0100_gamma0.50,42,0,73.0,74.91,244.5533333333333
optionB_budget0.90_beta0.0100_gamma0.50,43,0,75.0,99.9,97.6475
optionB_budget0.90_beta0.0100_gamma0.50,44,0,81.0,63.3,122.53583333333334
optionB_budget0.90_beta0.0100_gamma0.50,45,0,85.0,43.0,28.940833333333334
optionB_budget0.90_beta0.0100_gamma0.50,46,0,85.0,33.65,26.91
optionB_budget0.90_beta0.0100_gamma0.50,47,0,91.0,34.59,21.63083333333333
optionB_budget0.90_beta0.0200_gamma0.50,0,1,92.0,10.14,12.723333333333334
optionB_budget0.90_beta0.0200_gamma0.50,1,0,96.0,9.36,5.970833333333334
